"id","location_srs","location_x","location_y","operator","elevation","slope","aspect","region","country","geometry","area","map_class","map_class_label","actively_saved","actively_saved_on_year","actively_saved_on_month","actively_saved_on_day","plot_file","ref_class","ref_class_label","confidence","confidence_label","comments"
"694_nm","EPSG:4326","11.51078747","8.802097396","ADIM IJEAKU JANE","351","0.041724651","3.947987824","region","country","points","1.0","1","Stable non-forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"740_nm","EPSG:4326","10.06387104","8.367672125","ADIM IJEAKU JANE","99","9.6115E-4","5.4957903","region","country","points","1.0","1","Stable non-forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"138_nm","EPSG:4326","12.54241274","9.886813102","ADIM IJEAKU JANE","791","0.07393336","0.003693323","region","country","points","1.0","1","Stable non-forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"867_nm","EPSG:4326","9.316832054","10.40370372","ADIM IJEAKU JANE","818","0.02789123","4.551230807","region","country","points","1.0","1","Stable non-forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"240_nm","EPSG:4326","6.862814361","7.268942701","ADIM IJEAKU JANE","251","0.025894804","4.934179589","region","country","points","1.0","1","Stable non-forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"736_nm","EPSG:4326","10.46865191","8.871357504","ADIM IJEAKU JANE","141","0.01233021","0.725617893","region","country","points","1.0","1","Stable non-forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"520_nm","EPSG:4326","6.117661833","8.818267071","ADIM IJEAKU JANE","55","0.001462102","3.523888907","region","country","points","1.0","1","Stable non-forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"468_nm","EPSG:4326","8.317546132","9.881692704","ADIM IJEAKU JANE","782","0.011965281","6.214548548","region","country","points","1.0","1","Stable non-forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"754_nm","EPSG:4326","7.045801184","10.14337195","ADIM IJEAKU JANE","447","0.00864957","4.393341846","region","country","points","1.0","1","Stable non-forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"817_nm","EPSG:4326","6.298492699","11.111127","ADIM IJEAKU JANE","483","0.007492434","3.233360122","region","country","points","1.0","1","Stable non-forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High","Forest gain"
"29_nm","EPSG:4326","8.975921404","6.988129343","ADIM IJEAKU JANE","171","0.005490829","4.861170685","region","country","points","1.0","1","Stable non-forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"472_nm","EPSG:4326","7.884198839","10.11992592","ADIM IJEAKU JANE","721","0.013483916","5.984393916","region","country","points","1.0","1","Stable non-forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"636_nm","EPSG:4326","6.442672302","7.553528983","ADIM IJEAKU JANE","214","0.044092253","4.35427534","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"337_nm","EPSG:4326","8.867315086","11.9174548","ADIM IJEAKU JANE","403","0.001412908","5.21310905","region","country","points","1.0","1","Stable non-forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"868_nm","EPSG:4326","10.0361131","6.945279704","ADIM IJEAKU JANE","414",,,"region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"633_nm","EPSG:4326","4.320671938","9.011764183","ADIM IJEAKU JANE","304","0.010432359","1.374495144","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"887_nm","EPSG:4326","8.643365085","9.327611837","ADIM IJEAKU JANE","688","0.083781118","0.338123957","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"448_nm","EPSG:4326","11.38223856","7.917616167","ADIM IJEAKU JANE","610","0.112250708","2.205933518","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"42_nm","EPSG:4326","7.765890716","7.43171743","ADIM IJEAKU JANE","332","0.030587972","1.227121469","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"10_nm","EPSG:4326","5.452279702","8.037002269","ADIM IJEAKU JANE","437","0.01183985","6.202645888","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"193_nm","EPSG:4326","6.819964722","8.337758226","ADIM IJEAKU JANE","99","0.025089767","4.766472023","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"316_nm","EPSG:4326","5.361999016","8.509156782","ADIM IJEAKU JANE","250","0.015400213","1.597223328","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"310_nm","EPSG:4326","7.773436564","5.722313276","ADIM IJEAKU JANE","138","0.033886045","2.964900953","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"327_nm","EPSG:4326","5.229138185","6.526754613","ADIM IJEAKU JANE","39","0.009910877","6.242121138","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"75_nm","EPSG:4326","5.514532951","6.394432772","ADIM IJEAKU JANE","110","0.007567209","3.395151755","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"32_nm","EPSG:4326","4.955062192","6.486869414","ADIM IJEAKU JANE","17","0.011205298","2.236227969","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"516_nm","EPSG:4326","3.83234775","6.995675191","ADIM IJEAKU JANE","88","0.012335137","3.833885452","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"906_nm","EPSG:4326","5.948958222","6.17156075","ADIM IJEAKU JANE","100","0.011754237","3.828501334","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","lo","Low",
"586_nm","EPSG:4326","7.418242701","5.587835478","ADIM IJEAKU JANE","64","0.002237026","6.038666067","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"361_nm","EPSG:4326","5.91473241","5.992616345","ADIM IJEAKU JANE","62","0.001818215","4.248248644","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"631_nm","EPSG:4326","6.650183133","5.923895226","ADIM IJEAKU JANE","27","6.908E-4","1.768455126","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"396_nm","EPSG:4326","6.683869956","6.016601363","ADIM IJEAKU JANE","26","0.001117379","1.816057674","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"258_nm","EPSG:4326","4.396938906","7.020199198","ADIM IJEAKU JANE","148","0.005951053","2.71843568","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"503_nm","EPSG:4326","5.98291454","6.158625009","ADIM IJEAKU JANE","109","0.007930386","3.365627699","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"799_nm","EPSG:4326","8.006818875","4.564025549","ADIM IJEAKU JANE","6","0.001723559","3.925219315","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"668_nm","EPSG:4326","6.895153711","6.121973746","ADIM IJEAKU JANE","206","0.029011622","4.334141505","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"942_nm","EPSG:4326","7.128266527","5.021627354","ADIM IJEAKU JANE","37","0.001085243","3.141592654","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"526_nm","EPSG:4326","7.416086744","9.674990358","ADIM IJEAKU JANE","542","0.012355636","5.059666307","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"255_nm","EPSG:4326","8.094404615","5.408352084","ADIM IJEAKU JANE","82","0.004985603","0.822719814","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High","Forest gain"
"465_nm","EPSG:4326","4.240093057","7.290502267","ADIM IJEAKU JANE","232","0.007892842","4.000720777","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"727_nm","EPSG:4326","5.600501723","7.151443061","ADIM IJEAKU JANE","302","0.00835824","2.912117422","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"309_nm","EPSG:4326","6.454530064","6.648566165","ADIM IJEAKU JANE","262","0.008434637","2.056012888","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"261_nm","EPSG:4326","5.929285117","6.191772843","ADIM IJEAKU JANE","103","0.005165311","6.044773086","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High","No Image is available for the plot. Judgement based on surrounding Ecosystem"
"414_nm","EPSG:4326","11.52102827","7.47402808","ADIM IJEAKU JANE","356","0.032718247","5.727732189","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"524_nm","EPSG:4326","6.035465984","5.587296489","ADIM IJEAKU JANE","18","0.001460659","5.903352326","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"249_nm","EPSG:4326","6.209020497","5.620174828","ADIM IJEAKU JANE","18","0.001394635","4.204484682","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"342_nm","EPSG:4326","7.569159669","6.782504974","ADIM IJEAKU JANE","221","0.024022738","3.445573395","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"634_nm","EPSG:4326","5.916618872","5.31995786","ADIM IJEAKU JANE","15","0.003656422","1.607905265","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"722_nm","EPSG:4326","6.095563277","6.039238908","ADIM IJEAKU JANE","76","0.002234853","4.467138481","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"111_nm","EPSG:4326","14.04565354","12.87362159","ADIM IJEAKU JANE","282","2.71311E-4","6.283185307","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"239_nm","EPSG:4326","7.22717104","5.638230965","ADIM IJEAKU JANE","135","0.007638884","5.995638402","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High","Forest degradation"
"753_nm","EPSG:4326","3.376362912","7.288615805","ADIM IJEAKU JANE","109","0.015276171","0.169760147","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"452_nm","EPSG:4326","5.74548981","8.159622305","ADIM IJEAKU JANE","299","0.016333674","5.844222439","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","3","Deforestation","hi","High",
"433_nm","EPSG:4326","3.727244861","8.48139884","ADIM IJEAKU JANE","357","0.013989884","5.966306416","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"934_nm","EPSG:4326","6.934230426","5.75195768","ADIM IJEAKU JANE","130","0.004455594","4.370884831","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"113_nm","EPSG:4326","4.610648112","8.082546853","ADIM IJEAKU JANE","384","0.004249436","2.676640624","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"225_nm","EPSG:4326","4.795251903","8.32859541","ADIM IJEAKU JANE","374","0.006727587","0.787341638","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","3","Deforestation","hi","High","Although Forest cover still within threshold "
"638_nm","EPSG:4326","3.212779698","9.027394869","ADIM IJEAKU JANE","417","0.010726403","4.239713704","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"242_nm","EPSG:4326","8.46495967","9.757186206","ADIM IJEAKU JANE","898","0.037989831","6.247205279","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High","Forest degradation"
"529_nm","EPSG:4326","9.342164545","9.558838191","ADIM IJEAKU JANE","1382","0.043908823","5.232626846","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"453_nm","EPSG:4326","11.54555227","8.117311655","ADIM IJEAKU JANE","444","0.049174112","4.125171481","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"55_nm","EPSG:4326","5.377090712","7.277297033","ADIM IJEAKU JANE","330","0.010681764","4.585052762","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"913_nm","EPSG:4326","5.503753167","8.557396313","ADIM IJEAKU JANE","281","0.00611809","3.208458141","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","3","Deforestation","hi","High",
"734_nm","EPSG:4326","7.700134037","9.842885484","ADIM IJEAKU JANE","709","0.057497312","4.396050356","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"388_nm","EPSG:4326","7.346018152","8.545538551","ADIM IJEAKU JANE","303","0.053870829","2.922527955","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"394_nm","EPSG:4326","3.805667786","6.967108765","ADIM IJEAKU JANE","73","0.009119929","4.456752333","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"415_nm","EPSG:4326","6.052713638","7.710644326","ADIM IJEAKU JANE","388","0.015314037","3.789780299","region","country","points","1.0","2","Stable forest","true","2018","12","4","recheck_refdata_notmatching.csv","2","Stable forest","hi","High",
"947_nm","EPSG:4326","8.164473207","5.52504324","ADIM IJEAKU JANE","115","0.008749491","2.810669958","region","country","points","1.0","3","Deforestation","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
"501_nm","EPSG:4326","3.509493237","6.981122484","ADIM IJEAKU JANE","128","0.011480263","1.997152538","region","country","points","1.0","3","Deforestation","true","2018","12","4","recheck_refdata_notmatching.csv","3","Deforestation","hi","High",
"709_nm","EPSG:4326","11.44071888","7.841888189","ADIM IJEAKU JANE","261","0.01477959","4.8876651","region","country","points","1.0","3","Deforestation","true","2018","12","4","recheck_refdata_notmatching.csv","1","Stable non-forest","hi","High",
